,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year
99,615000.0,3,2.5,1910,3427,2.0,0,0,3,8,1910,0,2001,0,47.6324,-122.11,2240,3720,7,2014
100,582500.0,2,1.0,1140,23779,1.5,0,0,3,6,1140,0,1966,0,47.6948,-122.172,2940,8417,2,2015
101,339900.0,3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,0,47.5261,-121.827,1500,4385,1,2015
102,397000.0,5,1.0,1170,6757,1.0,0,0,4,6,800,370,1944,0,47.7332,-122.304,1590,6794,6,2014
103,290000.0,4,2.0,1560,8800,2.0,0,0,5,6,1560,0,1942,1967,47.4927,-122.312,1480,10000,3,2015
104,160000.0,2,1.0,1020,13647,1.0,0,0,5,6,1020,0,1915,1974,47.2848,-121.927,980,8250,4,2015
105,671500.0,4,2.25,2130,8410,2.0,0,0,4,8,2130,0,1977,0,47.5589,-122.128,2170,8400,7,2014
106,750000.0,4,2.5,2680,4548,2.0,0,0,3,8,2680,0,2009,0,47.7073,-122.114,2750,4548,4,2015
107,200000.0,2,1.0,1010,7200,1.0,0,0,3,6,1010,0,1956,0,47.4815,-122.339,1290,9000,1,2015
108,270000.0,3,2.25,1760,8287,1.0,0,0,3,7,1160,600,1986,0,47.4501,-122.274,1290,9587,8,2014
109,305000.0,3,2.0,1680,8487,1.0,0,0,3,7,1680,0,1993,0,47.1959,-122.01,2080,8560,10,2014
110,394950.0,3,2.5,2050,8172,2.0,0,0,3,8,2050,0,2002,0,47.4808,-122.28,2140,5664,4,2015
111,1020000.0,3,3.5,2880,11340,1.0,0,0,3,8,1690,1190,1980,2013,47.6113,-122.058,2530,11340,11,2014
112,236000.0,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,1961,0,47.5053,-122.255,1320,7619,9,2014
113,500000.0,2,2.5,1310,1500,2.0,0,0,3,8,1160,150,2006,0,47.6112,-122.309,1320,1581,5,2014
114,712500.0,4,2.75,2420,11201,1.0,0,1,3,8,1420,1000,1948,1999,47.5459,-122.265,3170,9385,4,2015
115,482500.0,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,47.7208,-122.182,2010,7500,9,2014
116,1080000.0,3,3.0,4020,435600,1.5,0,2,3,10,4020,0,1999,0,47.4418,-121.731,2590,283140,2,2015
117,425000.0,3,3.25,1410,1350,3.0,0,0,3,8,1410,0,2005,0,47.698,-122.34,1410,1253,9,2014
118,565000.0,3,1.0,910,5212,1.0,0,0,3,7,910,0,1951,0,47.6742,-122.284,1520,6300,5,2015
119,200500.0,3,2.0,1280,14972,1.0,0,0,3,7,1280,0,1963,0,47.4129,-122.209,1800,9698,3,2015
120,760000.0,4,2.5,3300,165528,2.0,0,0,3,8,3300,0,1984,0,47.7657,-122.028,3030,144696,6,2014
121,263300.0,2,1.0,900,4500,1.0,0,0,3,7,900,0,1951,0,47.5273,-122.265,1175,5320,3,2015
122,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,1951,0,47.492,-122.224,1430,6080,7,2014
123,781000.0,3,2.5,1920,1896,3.0,0,3,3,8,1920,0,2000,0,47.6616,-122.356,1670,2994,3,2015
124,705000.0,6,2.75,2830,10579,1.0,0,0,4,8,1430,1400,1967,0,47.636,-122.171,2060,10745,10,2014
125,965000.0,4,2.5,3570,17411,2.0,0,0,3,10,3570,0,1990,0,47.5617,-122.03,3510,16153,4,2015
126,435000.0,3,2.5,1560,3987,2.0,0,0,3,7,1560,0,2002,0,47.687,-122.043,1600,3152,1,2015
127,505000.0,3,2.25,1460,7210,1.0,0,0,3,7,1460,0,1963,0,47.6316,-122.119,1850,7519,4,2015
128,725000.0,3,1.5,2500,4774,1.5,0,2,3,7,1450,1050,1940,0,47.6567,-122.358,1300,4000,5,2014
129,250000.0,3,1.75,1140,10400,1.0,0,0,4,7,1140,0,1983,0,47.2598,-122.311,1280,9800,7,2014
130,2400000.0,6,4.5,5480,10800,2.0,0,3,4,9,4430,1050,1999,0,47.6307,-122.367,2970,7200,6,2014
131,260000.0,2,1.0,1410,5650,1.5,0,0,3,6,1410,0,1918,0,47.5159,-122.258,1430,5650,10,2014
132,1140000.0,6,4.25,6900,244716,2.0,0,0,4,9,4820,2080,2002,0,47.7506,-122.012,4170,266587,6,2014
133,808900.0,5,2.5,2900,5901,2.0,0,0,3,9,2900,0,2006,0,47.5396,-121.998,3200,5775,7,2014
134,249950.0,3,2.0,1670,4438,1.0,0,0,3,7,1670,0,2014,0,47.1948,-121.974,1670,4558,11,2014
135,185000.0,2,1.0,1390,11340,1.0,0,0,4,7,1390,0,1969,0,47.4969,-122.3,1200,10224,11,2014
136,269900.0,3,1.5,1420,22100,1.0,0,0,5,7,1420,0,1957,0,47.4193,-122.149,1540,21780,11,2014
137,500000.0,3,2.0,1540,3600,1.0,0,0,3,7,890,650,1994,0,47.6103,-122.296,1540,3600,3,2015
138,420000.0,3,1.0,1240,7300,1.0,0,0,3,7,1240,0,1968,0,47.6775,-122.168,1240,8260,12,2014
139,191000.0,2,1.0,700,5000,1.0,0,0,5,6,700,0,1952,0,47.4927,-122.172,1040,5200,3,2015
140,451000.0,4,1.75,1260,7250,1.0,0,0,3,6,1260,0,1943,0,47.5267,-122.032,1880,7250,3,2015
141,180000.0,3,2.25,1990,6350,2.0,0,0,3,7,1990,0,1967,0,47.3822,-122.316,1220,6250,6,2014
142,219000.0,3,1.0,1080,10639,1.5,0,0,3,7,1080,0,1953,0,47.3171,-122.219,1470,10600,11,2014
143,407193.0,4,2.0,1880,14653,2.0,0,0,3,8,1880,0,1978,0,47.6959,-121.921,1750,14858,6,2014
144,483500.0,3,2.5,1670,4308,2.0,0,0,3,8,1670,0,2001,0,47.5307,-122.047,1670,2897,8,2014
145,299000.0,3,1.0,1200,15843,1.0,0,2,3,7,1200,0,1955,0,47.4991,-121.779,1410,15843,8,2014
146,430000.0,4,2.25,1790,7203,1.0,0,0,4,7,1110,680,1973,0,47.7709,-122.294,2270,9000,6,2014
147,199900.0,1,1.0,720,7140,1.0,0,0,3,6,720,0,1930,0,47.5119,-122.339,1140,7577,11,2014
148,380000.0,3,1.5,1520,4288,1.0,0,0,3,7,1020,500,1949,0,47.5284,-122.387,1660,4288,6,2014
149,381000.0,3,1.75,1800,6000,1.0,0,0,5,6,900,900,1950,0,47.7505,-122.317,1060,6628,6,2014
150,299900.0,4,2.5,2200,5730,2.0,0,0,3,8,2200,0,2003,0,47.3482,-122.153,2200,5772,9,2014
151,260000.0,3,1.75,2170,10018,1.0,0,0,4,7,1630,540,1978,0,47.3087,-122.264,2049,15263,9,2014
152,431000.0,2,1.5,1300,4000,1.5,0,0,4,6,1300,0,1900,0,47.5937,-122.301,1480,4000,4,2015
153,425000.0,3,1.0,1320,7076,1.0,0,0,4,7,1320,0,1959,0,47.6131,-122.123,1510,9000,8,2014
154,267000.0,3,2.0,1390,6005,2.0,0,0,3,8,1390,0,2005,0,47.2117,-121.99,1264,5550,11,2014
155,700000.0,4,2.5,2490,7694,2.0,0,0,3,8,2490,0,1987,0,47.567,-122.016,2140,8126,5,2015
156,375000.0,3,2.5,2424,5931,2.0,0,0,3,9,2424,0,2014,0,47.3515,-122.134,2424,6036,3,2015
157,625000.0,3,1.5,1300,7200,1.0,0,0,5,7,1300,0,1960,0,47.6821,-122.196,2280,7200,7,2014
158,429950.0,3,1.75,1430,9750,1.0,0,0,5,7,1430,0,1962,0,47.7441,-122.357,1630,9282,10,2014
159,330000.0,1,1.0,860,4800,1.0,0,0,3,6,860,0,1907,0,47.6146,-122.299,1380,4800,8,2014
160,441000.0,3,2.5,2740,7923,2.0,0,0,3,9,2740,0,1998,0,47.4349,-122.105,2740,8815,1,2015
161,385000.0,3,2.25,1920,4833,1.0,0,0,4,7,1060,860,1921,0,47.7067,-122.352,1580,5134,6,2014
162,472217.0,3,2.5,2010,2212,2.0,0,0,3,8,1390,620,2014,0,47.5523,-121.998,1690,1619,8,2014
163,520000.0,4,2.5,2280,8798,2.0,0,0,4,8,2280,0,1987,0,47.7471,-122.247,2180,8632,8,2014
164,239800.0,2,1.75,1290,1493,2.0,0,0,3,8,1290,0,2014,0,47.5171,-122.346,1410,1875,9,2014
165,325088.0,4,1.0,1400,6739,1.0,0,0,3,7,1000,400,1954,0,47.5402,-122.298,1500,6380,12,2014
166,800000.0,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,47.6545,-122.333,1990,3990,8,2014
167,240000.0,3,1.0,1150,4825,1.0,0,0,4,6,1150,0,1957,0,47.5321,-122.029,1760,7121,6,2014
168,109000.0,2,0.5,580,6900,1.0,0,0,3,5,580,0,1941,0,47.5135,-122.262,1570,5040,1,2015
169,340000.0,4,1.0,1230,8316,1.5,0,0,3,7,1230,0,1963,0,47.7269,-122.24,1490,8316,2,2015
170,475000.0,3,1.0,1270,4268,1.0,0,0,3,7,1270,0,1921,0,47.6848,-122.392,1310,4080,3,2015
171,336000.0,2,1.0,1180,7200,1.0,0,0,4,6,1180,0,1949,0,47.7475,-122.342,1180,7200,4,2015
172,392000.0,3,2.25,1790,7125,1.0,0,0,3,7,1220,570,1974,0,47.7184,-122.226,2040,7950,9,2014
173,509000.0,2,2.0,1560,4675,1.0,0,0,3,8,1560,0,2006,0,47.7086,-122.019,1870,6361,9,2014
174,2320000.0,5,4.75,5780,17004,2.0,0,0,3,11,4260,1520,2006,0,47.5802,-122.212,3460,10855,7,2014
175,350000.0,4,2.5,2560,5428,2.0,0,0,3,8,2560,0,2012,0,47.3835,-122.095,2620,5428,3,2015
176,308000.0,3,1.0,1010,8800,1.0,0,0,4,7,1010,0,1954,0,47.5483,-122.278,1400,4095,6,2014
177,480000.0,5,2.0,2590,8610,1.0,0,0,4,7,1340,1250,1958,0,47.6112,-122.126,1750,8610,1,2015
178,1600000.0,4,4.25,4645,7757,2.0,0,0,3,10,3855,790,2006,0,47.6248,-122.29,2150,6970,4,2015
179,950000.0,2,2.25,2200,2043,2.0,0,0,3,9,1760,440,2007,0,47.6213,-122.2,2020,1957,1,2015
180,650000.0,4,2.25,2330,7220,2.0,0,1,3,8,1600,730,1988,0,47.7764,-122.386,2220,9100,4,2015
181,290000.0,3,2.5,2080,4828,2.0,0,0,3,8,2080,0,2002,0,47.3737,-122.132,2190,4620,6,2014
182,895900.0,4,3.5,3640,4983,2.0,0,3,3,9,2790,850,2014,0,47.5619,-122.027,3270,14700,2,2015
183,674950.0,4,3.5,2650,3127,2.0,0,0,3,8,2230,420,2011,0,47.5381,-122.046,2330,3137,9,2014
184,280000.0,3,1.75,1590,27200,1.5,0,0,4,6,1590,0,1926,0,47.4238,-122.052,1820,74052,6,2014
185,420000.0,4,2.25,2030,12000,2.0,0,0,3,7,2030,0,1977,0,47.7699,-122.168,2190,9900,4,2015
186,244000.0,3,2.5,1470,9337,2.0,0,0,3,7,1470,0,1991,0,47.7651,-122.323,1360,8684,11,2014
187,323000.0,2,1.0,880,1712,2.0,0,0,4,7,880,0,1945,0,47.6475,-122.397,1360,1748,1,2015
188,319900.0,3,2.5,2040,7580,2.0,0,2,3,8,2040,0,1998,0,47.2618,-122.209,1960,7820,3,2015
189,214946.0,3,1.75,1290,8688,1.0,0,0,4,7,1290,0,1980,0,47.3655,-122.08,1750,9090,4,2015
190,425000.0,2,1.0,910,4635,1.0,0,0,4,6,910,0,1905,0,47.675,-122.393,1740,5000,6,2014
191,320000.0,2,2.25,1550,1827,2.0,0,0,3,8,1550,0,2008,0,47.5394,-122.368,1420,1826,11,2014
192,250750.0,5,1.75,2140,12058,1.0,0,0,4,8,2140,0,1951,0,47.3167,-122.214,1640,10125,12,2014
193,577288.0,4,2.75,2870,7200,2.0,0,0,3,9,2870,0,2008,0,47.5688,-122.317,2030,5400,11,2014
194,440000.0,2,1.0,1230,6600,1.0,0,0,3,7,1130,100,1906,0,47.5573,-122.282,1260,5060,6,2014
195,592000.0,3,2.5,2400,81892,2.0,0,0,3,8,2400,0,1985,0,47.5028,-121.769,1370,37270,8,2014
196,685000.0,3,2.5,3290,90796,2.0,0,0,4,10,3290,0,1992,0,47.3154,-122.079,2700,55023,2,2015
197,1200000.0,4,3.5,4170,9748,2.0,0,0,3,11,4170,0,2004,0,47.528,-122.132,4560,10589,6,2014
198,199950.0,2,1.0,1010,10057,1.0,0,0,3,6,1010,0,1961,0,47.3286,-122.336,1040,8591,12,2014
199,323000.0,4,1.75,1440,8114,1.0,0,0,4,7,1440,0,1963,0,47.7639,-122.332,1940,7208,12,2014
200,285000.0,3,1.75,1600,7500,1.0,0,0,3,7,1600,0,1998,0,47.2831,-122.199,1620,7461,5,2015
201,272450.0,3,1.0,1350,7973,1.5,0,0,3,7,1350,0,1954,0,47.4323,-122.292,1310,7491,3,2015
202,994000.0,3,2.25,2510,6339,1.5,0,2,5,8,1810,700,1932,0,47.6496,-122.391,1820,5741,5,2014
203,670950.0,3,2.5,1790,2375,3.0,0,0,3,8,1790,0,2007,0,47.6726,-122.38,1450,2400,12,2014
204,999000.0,7,4.0,3150,34830,1.0,0,0,3,9,3150,0,1957,2005,47.6029,-122.147,2390,12054,5,2014
205,547000.0,4,1.0,1720,2800,1.5,0,0,4,7,1200,520,1926,0,47.6743,-122.299,1530,3500,6,2014
206,489950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,47.5402,-122.387,1640,1321,2,2015
207,550000.0,2,1.5,1300,2970,1.0,0,0,3,7,990,310,1903,0,47.6233,-122.319,1700,3000,9,2014
208,311000.0,4,2.5,2090,11645,1.0,0,0,3,7,1200,890,1962,0,47.4759,-122.299,1450,9481,1,2015
209,235000.0,2,1.0,2150,4500,1.5,0,0,3,7,1260,890,1917,0,47.5158,-122.267,1590,5010,8,2014
210,462500.0,2,2.0,1540,7290,2.0,0,0,3,7,1540,0,1948,1983,47.551,-122.395,1540,7072,11,2014
211,135000.0,2,1.0,750,5217,1.0,0,0,4,6,750,0,1943,0,47.5188,-122.353,760,4440,4,2015
212,265000.0,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1950,0,47.4061,-122.33,1840,12000,5,2015
213,222000.0,3,1.0,990,7520,1.0,0,0,4,7,990,0,1958,0,47.285,-122.207,990,7440,3,2015
214,536000.0,3,2.75,2290,34548,2.0,0,3,4,7,2290,0,1984,0,47.3691,-122.163,399,275299,5,2015
215,707000.0,5,4.5,3540,21217,2.0,0,0,4,8,2940,600,1926,0,47.4274,-122.28,1290,12040,1,2015
216,299950.0,3,1.0,1030,9916,1.0,0,0,4,7,1030,0,1972,0,47.7218,-122.176,1470,9044,1,2015
217,594000.0,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,47.6647,-122.284,1160,1327,6,2014
218,465000.0,3,1.5,1270,5112,1.0,0,0,3,7,1270,0,1950,0,47.676,-122.288,1580,5080,5,2014
219,323000.0,3,2.5,1890,6560,2.0,0,0,3,7,1890,0,2003,0,47.3684,-122.031,2390,7570,3,2015
220,510000.0,2,1.0,1270,4500,1.5,0,0,4,7,1270,0,1919,0,47.6059,-122.295,2140,4550,3,2015
221,190000.0,2,1.0,840,12252,1.0,0,0,3,6,840,0,1994,0,47.3069,-122.013,1010,11876,8,2014
222,829000.0,4,3.0,3310,4500,2.5,0,0,5,9,2910,400,1900,0,47.6594,-122.345,1440,3750,8,2014
