,price
220,863000.0
221,317500.0
222,350000.0
223,215000.0
224,415000.0
225,294000.0
226,602000.0
227,415000.0
228,417000.0
229,775000.0
230,465000.0
231,232000.0
232,865000.0
233,489000.0
234,675000.0
235,850000.0
236,449950.0
237,392800.0
238,460000.0
239,299950.0
240,613000.0
241,247500.0
242,560000.0
243,580379.0
244,213400.0
245,1330000.0
246,265000.0
247,275000.0
248,445000.0
249,283200.0
250,485000.0
251,345950.0
252,415000.0
253,440000.0
254,625000.0
255,566000.0
256,1430000.0
257,415000.0
258,510000.0
259,1810000.0
260,210000.0
261,740000.0
262,230000.0
263,539900.0
264,675000.0
265,240000.0
266,226450.0
267,445000.0
268,670000.0
269,339990.0
270,705000.0
271,310000.0
272,360000.0
273,425000.0
274,148000.0
275,453000.0
276,200000.0
277,362500.0
278,567000.0
279,282000.0
280,505000.0
281,600000.0
282,435000.0
283,315000.0
284,485000.0
285,733000.0
286,650000.0
287,485000.0
288,470000.0
289,268300.0
290,970000.0
291,617450.0
292,350000.0
293,780000.0
294,180500.0
295,555000.0
296,720000.0
297,870000.0
298,469000.0
299,630000.0
300,628000.0
301,662000.0
302,519000.0
303,538000.0
304,466800.0
305,465250.0
306,1100000.0
307,295000.0
308,435000.0
309,535000.0
310,550000.0
311,464000.0
312,437000.0
313,440000.0
314,657500.0
315,240000.0
316,339000.0
317,249950.0
318,90000.0
319,330000.0
320,438000.0
321,499000.0
322,226000.0
323,757000.0
324,388500.0
325,237000.0
326,372000.0
327,750000.0
328,299800.0
329,665000.0
330,300000.0
331,457500.0
332,590000.0
333,507000.0
334,460000.0
335,787500.0
336,355000.0
337,568000.0
338,390000.0
339,332500.0
340,680000.0
341,315000.0
342,390000.0
343,412000.0
344,439900.0
345,450000.0
346,775000.0
347,484000.0
348,900000.0
349,323000.0
350,1790000.0
351,450000.0
352,435000.0
353,292600.0
354,775000.0
355,224000.0
356,894000.0
357,401750.0
358,650000.0
359,549950.0
360,440000.0
361,389000.0
362,605000.0
363,317000.0
364,489900.0
365,610000.0
366,780000.0
367,1100000.0
368,544000.0
369,549000.0
370,313500.0
371,561000.0
372,580000.0
373,466200.0
374,805000.0
375,499950.0
376,415000.0
377,280000.0
378,425000.0
379,353000.0
380,319990.0
381,710000.0
382,431000.0
383,565000.0
384,355000.0
385,675000.0
386,280000.0
387,664000.0
388,625000.0
389,435000.0
390,399950.0
391,510000.0
392,775000.0
393,549000.0
394,404000.0
395,485000.0
396,685000.0
397,223000.0
398,219950.0
399,575000.0
400,435000.0
401,349950.0
402,326000.0
403,306500.0
404,325000.0
405,620000.0
406,820000.0
407,357000.0
408,289900.0
409,1350000.0
410,195000.0
411,329950.0
412,280000.0
413,203000.0
414,359000.0
415,432000.0
416,935000.0
417,499990.0
418,291000.0
419,395000.0
420,1150000.0
421,390000.0
422,360000.0
423,330000.0
424,427005.0
425,219950.0
426,260000.0
427,571500.0
428,725000.0
429,585000.0
430,325000.0
431,1410000.0
432,625000.0
433,533380.0
434,485000.0
435,397500.0
436,301950.0
437,695000.0
438,487000.0
439,757500.0
440,875000.0
441,530000.0
442,525000.0
443,395000.0
444,690000.0
445,136500.0
446,305000.0
447,175000.0
448,561000.0
449,524000.0
450,402000.0
451,380000.0
452,356500.0
453,266200.0
454,730000.0
455,453000.0
456,820000.0
457,310000.0
458,490000.0
459,395000.0
460,521000.0
461,536751.0
462,565000.0
463,926500.0
464,563500.0
465,618000.0
466,875000.0
467,230000.0
468,489000.0
469,518000.0
470,219950.0
471,715000.0
472,273500.0
473,417000.0
474,231750.0
475,284200.0
476,499000.0
477,585000.0
478,485000.0
479,350000.0
480,300000.0
481,926250.0
482,899000.0
483,345000.0
484,374950.0
485,301000.0
486,490000.0
487,587100.0
488,995000.0
489,595000.0
490,459000.0
491,649950.0
492,443000.0
493,615000.0
494,263300.0
495,650000.0
496,390000.0
497,340895.0
498,160000.0
499,998000.0
500,429000.0
501,428000.0
502,1870000.0
503,452500.0
504,574000.0
505,425000.0
506,925000.0
507,847093.0
508,450000.0
509,1480000.0
510,675000.0
511,233000.0
512,284000.0
513,597500.0
514,545000.0
515,339000.0
516,447000.0
517,519900.0
518,269000.0
519,252350.0
520,390000.0
521,325000.0
522,442500.0
523,446800.0
524,349000.0
525,752000.0
526,355000.0
527,699000.0
528,450000.0
529,550000.0
530,385500.0
531,300000.0
532,555000.0
533,389950.0
534,842500.0
535,1580000.0
536,450000.0
537,400000.0
538,568000.0
539,503000.0
540,497000.0
541,172000.0
542,325000.0
543,188200.0
544,425000.0
545,1700000.0
546,710000.0
547,895000.0
548,711800.0
549,632750.0
550,522000.0
551,202000.0
552,606000.0
553,2950000.0
554,640000.0
555,190000.0
556,230000.0
557,244900.0
558,241000.0
559,367400.0
560,870000.0
561,353000.0
562,925000.0
563,949000.0
564,285000.0
565,325000.0
566,492650.0
567,358000.0
568,740000.0
569,885000.0
570,257000.0
571,402000.0
572,770000.0
573,522500.0
574,377691.0
575,692000.0
576,700000.0
577,1130000.0
578,292500.0
579,212700.0
580,1500000.0
581,299000.0
582,212000.0
583,505000.0
584,445000.0
585,475000.0
586,445434.0
587,490000.0
588,1240000.0
589,270000.0
590,800000.0
591,425000.0
592,795000.0
593,1240000.0
594,410000.0
595,415000.0
596,526750.0
597,759000.0
598,234950.0
599,216180.0
600,539000.0
601,519000.0
602,905000.0
603,199000.0
604,562100.0
605,1290000.0
606,349000.0
607,506500.0
608,535610.0
609,700000.0
610,455000.0
611,275000.0
612,1200000.0
613,350000.0
614,299999.0
615,1150000.0
616,616200.0
617,380000.0
618,340000.0
619,1380000.0
620,110000.0
621,406000.0
622,299000.0
623,785000.0
624,374000.0
625,460000.0
626,339950.0
627,1020000.0
628,340500.0
629,320000.0
630,130000.0
631,525000.0
632,822000.0
633,305000.0
634,2330000.0
635,465000.0
636,622000.0
637,215000.0
638,414500.0
639,378000.0
640,1200000.0
641,352000.0
642,674000.0
643,930000.0
644,99000.0
645,175003.0
646,204995.0
647,418500.0
648,830000.0
649,440000.0
650,272000.0
651,736500.0
652,453000.0
653,330000.0
654,1580000.0
655,685000.0
656,382450.0
657,554000.0
658,450000.0
659,383000.0
660,895000.0
661,211000.0
662,403000.0
663,405000.0
664,320000.0
665,436000.0
666,221000.0
667,930000.0
668,1840000.0
669,215000.0
670,243000.0
671,417500.0
672,595888.0
673,433000.0
674,727000.0
675,575000.0
676,429000.0
677,1290000.0
678,230000.0
679,356000.0
680,305495.0
681,240000.0
682,265000.0
683,790000.0
684,245000.0
685,500000.0
686,432000.0
687,530200.0
688,575000.0
689,310000.0
690,530000.0
691,329950.0
692,350000.0
693,309950.0
694,355000.0
695,400000.0
696,594000.0
697,690000.0
698,520000.0
699,860000.0
700,245000.0
701,640000.0
702,406550.0
703,245000.0
704,700000.0
705,725000.0
706,620000.0
707,675000.0
708,518000.0
709,898000.0
710,549950.0
711,647500.0
712,921500.0
713,224400.0
714,390000.0
715,258000.0
716,465000.0
717,459900.0
718,284200.0
719,407000.0
720,345000.0
721,325000.0
722,536000.0
723,734000.0
724,205000.0
725,435000.0
726,230005.0
727,330000.0
728,725000.0
729,162500.0
730,440000.0
731,895900.0
732,295000.0
733,465000.0
734,208417.0
735,235000.0
736,1130000.0
737,399500.0
738,359000.0
739,522500.0
740,326000.0
741,350000.0
742,492000.0
743,680000.0
744,175000.0
745,595000.0
746,355000.0
747,312000.0
748,377000.0
749,622000.0
750,425000.0
751,492000.0
752,370000.0
753,640000.0
754,385000.0
755,835000.0
756,455000.0
757,636000.0
758,465000.0
759,550000.0
760,210000.0
761,915000.0
762,340000.0
763,565000.0
764,335000.0
765,700000.0
766,510000.0
767,582000.0
768,491500.0
769,437500.0
770,267500.0
771,455000.0
772,615000.0
773,648000.0
774,850000.0
775,526000.0
776,805000.0
777,1190000.0
778,294000.0
779,300000.0
780,415500.0
781,206600.0
782,675900.0
783,736500.0
784,245000.0
785,695000.0
786,739500.0
787,1800000.0
788,312000.0
789,431200.0
790,569900.0
791,475000.0
792,400000.0
793,265000.0
794,276000.0
795,625000.0
796,321000.0
797,535000.0
798,510000.0
799,587450.0
800,419000.0
801,404000.0
802,274000.0
803,240000.0
804,820000.0
805,457500.0
806,396000.0
807,660000.0
808,936000.0
809,642000.0
810,490000.0
811,329000.0
812,630000.0
813,405000.0
814,710000.0
815,637500.0
816,250000.0
817,325000.0
818,475000.0
819,398750.0
820,425000.0
821,460000.0
822,445000.0
823,282500.0
824,250000.0
825,719000.0
826,1690000.0
827,439000.0
828,330000.0
829,1500000.0
830,550000.0
831,241000.0
832,550000.0
833,335000.0
834,505657.0
835,284850.0
836,359000.0
837,224000.0
838,710000.0
839,715000.0
840,340500.0
841,554950.0
842,425000.0
843,389517.0
844,528000.0
845,690000.0
846,2390000.0
847,200000.0
848,378000.0
849,672000.0
850,475000.0
851,1320000.0
852,480000.0
853,515000.0
854,365000.0
855,229950.0
856,235000.0
857,729000.0
858,280000.0
859,216500.0
860,462000.0
861,750500.0
862,545000.0
863,345000.0
864,955000.0
865,750000.0
866,525000.0
867,240000.0
868,375000.0
869,240000.0
870,907000.0
871,353000.0
872,455000.0
873,457000.0
874,285000.0
875,292500.0
876,785000.0
877,465950.0
878,539950.0
879,489900.0
880,228800.0
881,582000.0
882,406500.0
883,385000.0
884,305000.0
885,385000.0
886,415000.0
887,549995.0
888,450600.0
889,325000.0
890,249000.0
891,405000.0
892,750000.0
893,875000.0
894,402000.0
895,1570000.0
896,530000.0
897,483945.0
898,437000.0
899,479000.0
900,450000.0
901,249000.0
902,405000.0
903,500000.0
904,393000.0
905,452000.0
906,406500.0
907,469500.0
908,215000.0
909,304000.0
910,199950.0
911,650000.0
912,463000.0
913,430000.0
914,780000.0
915,394950.0
916,1750000.0
917,408474.0
918,179000.0
919,628000.0
920,415000.0
921,1760000.0
922,430000.0
923,760000.0
924,540000.0
925,698000.0
926,1120000.0
927,465000.0
928,298950.0
929,576000.0
930,635000.0
931,306000.0
932,650000.0
933,400000.0
934,305000.0
935,725000.0
936,580000.0
937,368750.0
938,352900.0
939,460000.0
940,319500.0
941,725000.0
942,532500.0
943,880000.0
944,423500.0
945,415000.0
946,650000.0
947,239900.0
948,320000.0
949,461000.0
950,439000.0
951,265000.0
952,321000.0
953,728725.0
954,720000.0
955,825000.0
956,349900.0
957,721000.0
958,142500.0
959,183000.0
960,630000.0
961,264500.0
962,459500.0
963,375000.0
964,832500.0
965,391000.0
966,620000.0
967,502000.0
968,1330000.0
969,625000.0
970,465000.0
971,515000.0
972,685000.0
973,500000.0
974,290000.0
975,577000.0
976,329500.0
977,457000.0
978,335000.0
979,440000.0
980,400000.0
981,374950.0
982,359950.0
983,275000.0
984,820000.0
985,550388.0
986,467000.0
987,281000.0
988,269950.0
989,320000.0
990,575000.0
991,342888.0
992,1890000.0
993,2080000.0
994,580000.0
995,325000.0
996,344900.0
997,308500.0
998,395000.0
999,748000.0
1000,688000.0
1001,279000.0
1002,310000.0
1003,495000.0
1004,214950.0
1005,539900.0
1006,595000.0
1007,278500.0
1008,455000.0
1009,322500.0
1010,225000.0
1011,1030000.0
1012,975000.0
1013,334000.0
1014,599950.0
1015,655000.0
1016,431000.0
1017,410000.0
1018,473000.0
1019,1080000.0
1020,370000.0
1021,620047.0
1022,445000.0
1023,1260000.0
1024,513000.0
1025,525000.0
1026,575000.0
1027,348000.0
1028,271900.0
1029,162500.0
1030,450000.0
1031,283450.0
1032,843500.0
1033,567000.0
1034,405000.0
1035,262500.0
1036,229000.0
1037,299000.0
1038,1650000.0
1039,425000.0
1040,135000.0
1041,180000.0
1042,543000.0
1043,389950.0
1044,699950.0
1045,752000.0
1046,535000.0
1047,194990.0
1048,665000.0
1049,375000.0
1050,425000.0
1051,446000.0
1052,296000.0
1053,665000.0
1054,940000.0
1055,585000.0
1056,585000.0
1057,191000.0
1058,667500.0
1059,472500.0
1060,570000.0
1061,550000.0
1062,1720000.0
1063,239000.0
1064,890000.0
1065,710000.0
1066,1280000.0
1067,416000.0
1068,858000.0
1069,470000.0
1070,455000.0
1071,425000.0
1072,349950.0
1073,790000.0
1074,490000.0
1075,340000.0
1076,442200.0
1077,375000.0
1078,716000.0
1079,605000.0
1080,325000.0
1081,1860000.0
1082,760000.0
1083,354950.0
1084,410000.0
1085,2600000.0
1086,315000.0
1087,672500.0
1088,355000.0
1089,463000.0
1090,1380000.0
1091,345000.0
1092,307999.0
1093,345000.0
1094,1560000.0
1095,939000.0
1096,428000.0
1097,1270000.0
1098,399950.0
1099,590000.0
1100,420000.0
1101,702000.0
1102,548500.0
1103,258500.0
1104,1520000.0
1105,332500.0
1106,287500.0
1107,330000.0
1108,500000.0
1109,607000.0
1110,840000.0
1111,503000.0
1112,1190000.0
1113,707900.0
1114,620000.0
1115,350000.0
1116,284000.0
1117,360000.0
1118,488000.0
1119,337000.0
1120,254000.0
1121,679000.0
1122,365000.0
1123,722080.0
1124,675000.0
1125,641000.0
1126,231500.0
1127,570500.0
1128,282500.0
1129,879000.0
1130,467000.0
1131,650000.0
1132,413000.0
1133,420000.0
1134,640000.0
1135,395000.0
1136,300000.0
1137,415000.0
1138,729999.0
1139,230000.0
1140,350000.0
1141,565000.0
1142,2450000.0
1143,445000.0
1144,335000.0
1145,899000.0
1146,589000.0
1147,355000.0
1148,467100.0
1149,218000.0
1150,510000.0
1151,280000.0
1152,700000.0
1153,410000.0
1154,450000.0
1155,415000.0
1156,255000.0
1157,360000.0
1158,414000.0
1159,435000.0
1160,445000.0
1161,660000.0
1162,525000.0
1163,799500.0
1164,329000.0
1165,499900.0
1166,265000.0
1167,535000.0
1168,800000.0
1169,711000.0
1170,240000.0
1171,417000.0
1172,487000.0
1173,725000.0
1174,506000.0
1175,485000.0
1176,336500.0
1177,805000.0
1178,550000.0
1179,378000.0
1180,580000.0
1181,306500.0
1182,375000.0
1183,484950.0
1184,318000.0
1185,499000.0
1186,808250.0
1187,575000.0
1188,410000.0
1189,430000.0
1190,475000.0
1191,255000.0
1192,345000.0
1193,235000.0
1194,625000.0
1195,445700.0
1196,740000.0
1197,520000.0
1198,525000.0
1199,221000.0
1200,315000.0
1201,495000.0
1202,605000.0
1203,349900.0
1204,1050000.0
1205,530000.0
1206,361810.0
1207,204900.0
1208,810000.0
1209,375000.0
1210,510000.0
1211,295000.0
1212,529500.0
1213,995000.0
1214,570000.0
1215,500000.0
1216,390000.0
1217,616000.0
1218,500000.0
1219,359000.0
1220,2600000.0
1221,260000.0
1222,800000.0
1223,239900.0
1224,456000.0
1225,553000.0
1226,435000.0
1227,230000.0
1228,183000.0
1229,84000.0
1230,921800.0
1231,410000.0
1232,805000.0
1233,465000.0
1234,525000.0
1235,291000.0
1236,435000.0
1237,479000.0
1238,408506.0
1239,417000.0
1240,514700.0
1241,454950.0
1242,338500.0
1243,549900.0
1244,605000.0
1245,400000.0
1246,335000.0
1247,1050000.0
1248,260000.0
1249,301000.0
1250,472217.0
1251,7700000.0
1252,925000.0
1253,473000.0
1254,365000.0
1255,205000.0
1256,1050000.0
1257,550000.0
1258,680000.0
1259,282950.0
1260,269950.0
1261,459950.0
1262,469950.0
1263,250250.0
1264,367000.0
1265,477000.0
1266,443000.0
1267,435000.0
1268,1050000.0
1269,515000.0
1270,220000.0
1271,3200000.0
1272,295000.0
1273,450000.0
1274,688000.0
1275,489000.0
1276,667500.0
1277,390000.0
1278,209950.0
1279,683500.0
1280,869000.0
1281,690000.0
1282,296000.0
1283,384000.0
1284,650000.0
1285,291000.0
1286,400000.0
1287,199950.0
1288,335000.0
1289,612500.0
1290,308000.0
1291,545000.0
1292,456700.0
1293,425500.0
1294,370000.0
1295,485000.0
1296,465000.0
1297,109000.0
1298,528000.0
1299,535000.0
1300,260000.0
1301,650000.0
1302,399000.0
1303,388000.0
1304,291750.0
1305,237200.0
1306,315000.0
1307,570000.0
1308,269950.0
1309,542500.0
1310,672500.0
1311,1540000.0
1312,368000.0
1313,518000.0
1314,885000.0
1315,585000.0
1316,312000.0
1317,595000.0
1318,278000.0
1319,475000.0
1320,510000.0
1321,235000.0
1322,535000.0
1323,450000.0
1324,655000.0
1325,450000.0
1326,610000.0
1327,269500.0
1328,180000.0
1329,345000.0
1330,454200.0
1331,978000.0
1332,689888.0
1333,400000.0
1334,417000.0
1335,479000.0
1336,705000.0
1337,275500.0
1338,349950.0
1339,179950.0
1340,335000.0
1341,380000.0
1342,471000.0
1343,499000.0
1344,935000.0
1345,381000.0
1346,327000.0
1347,260000.0
1348,493000.0
1349,569999.0
1350,1520000.0
1351,385000.0
1352,672324.0
1353,359000.0
1354,635000.0
1355,350000.0
1356,530000.0
1357,245000.0
1358,460000.0
1359,500000.0
1360,565000.0
1361,710000.0
1362,310000.0
1363,988990.0
1364,425000.0
1365,372000.0
1366,465750.0
1367,1280000.0
1368,556000.0
1369,1310000.0
1370,392000.0
1371,1190000.0
1372,233703.0
1373,625000.0
1374,339900.0
1375,230000.0
1376,265000.0
1377,224950.0
1378,930000.0
1379,690000.0
1380,256703.0
1381,352499.0
1382,390000.0
1383,396450.0
1384,454000.0
1385,512000.0
1386,765000.0
1387,275000.0
1388,208000.0
1389,699950.0
1390,3570000.0
1391,559000.0
1392,266000.0
1393,350500.0
1394,276000.0
1395,300000.0
1396,526000.0
1397,300000.0
1398,555750.0
1399,255000.0
1400,709950.0
1401,832500.0
1402,599950.0
1403,290000.0
1404,335000.0
1405,915557.0
1406,868700.0
1407,495000.0
1408,575000.0
1409,330000.0
1410,225500.0
1411,132825.0
1412,415000.0
1413,151600.0
1414,818000.0
1415,2000000.0
1416,335750.0
1417,453246.0
1418,525000.0
1419,345950.0
1420,1130000.0
1421,280000.0
1422,265000.0
1423,251000.0
1424,327500.0
1425,950000.0
1426,162000.0
1427,310000.0
1428,600000.0
1429,165000.0
1430,1100000.0
1431,605000.0
1432,359950.0
1433,525000.0
1434,471000.0
1435,270000.0
1436,491500.0
1437,285000.0
1438,265000.0
1439,775000.0
1440,359800.0
1441,600000.0
1442,612500.0
1443,290000.0
1444,262500.0
1445,356500.0
1446,355000.0
1447,284900.0
1448,855000.0
1449,405000.0
1450,279000.0
1451,256900.0
1452,279900.0
1453,263500.0
1454,1700000.0
1455,350000.0
1456,785000.0
1457,461000.0
1458,560000.0
1459,1000000.0
1460,288250.0
1461,445000.0
1462,334550.0
1463,1700000.0
1464,215000.0
1465,457000.0
1466,560000.0
1467,252000.0
1468,750000.0
1469,234300.0
1470,295000.0
1471,602000.0
1472,750000.0
1473,335000.0
1474,397500.0
1475,470000.0
1476,425000.0
1477,505000.0
1478,463000.0
1479,877500.0
1480,245000.0
1481,500000.0
1482,730000.0
1483,599950.0
1484,302000.0
1485,800000.0
1486,475000.0
1487,336000.0
1488,344500.0
1489,381000.0
1490,427874.0
1491,390000.0
1492,635000.0
1493,221900.0
1494,336750.0
1495,635000.0
1496,335000.0
1497,655000.0
1498,150000.0
1499,319000.0
1500,467000.0
1501,280000.0
1502,915000.0
1503,157500.0
1504,356000.0
1505,252500.0
1506,450000.0
1507,917500.0
1508,448000.0
1509,476000.0
1510,630000.0
1511,950000.0
1512,440000.0
1513,249900.0
1514,550000.0
1515,299000.0
1516,450000.0
1517,337000.0
1518,350000.0
1519,280000.0
1520,650000.0
1521,600000.0
1522,408000.0
1523,312000.0
1524,451000.0
1525,429000.0
1526,739500.0
1527,3300000.0
1528,240000.0
1529,360000.0
1530,450000.0
1531,350000.0
1532,665000.0
1533,282000.0
1534,564500.0
1535,249900.0
1536,920000.0
1537,257500.0
1538,210000.0
1539,975000.0
1540,335000.0
1541,456000.0
1542,275000.0
1543,665900.0
1544,480000.0
1545,424000.0
1546,185000.0
1547,261490.0
1548,209950.0
1549,414000.0
1550,845000.0
1551,329000.0
1552,550000.0
1553,620000.0
1554,345000.0
1555,658100.0
1556,528000.0
1557,292000.0
1558,261000.0
1559,951250.0
1560,577450.0
1561,134000.0
1562,910000.0
1563,380000.0
1564,780000.0
1565,459000.0
1566,1200000.0
1567,915000.0
1568,707000.0
1569,740000.0
1570,450000.0
1571,314950.0
1572,1040000.0
1573,1100000.0
1574,419950.0
1575,896000.0
1576,518000.0
1577,418500.0
1578,345000.0
1579,1100000.0
1580,510000.0
1581,435000.0
1582,625000.0
1583,500000.0
1584,628000.0
1585,640000.0
1586,563000.0
1587,240000.0
1588,745000.0
1589,325000.0
1590,850000.0
1591,785000.0
1592,685000.0
1593,608000.0
1594,235000.0
1595,998000.0
1596,600000.0
1597,334000.0
1598,456000.0
1599,412000.0
1600,766000.0
1601,475000.0
1602,288000.0
1603,415000.0
1604,797000.0
1605,312000.0
1606,325000.0
1607,667500.0
1608,540000.0
1609,260000.0
1610,550000.0
1611,665000.0
1612,808900.0
1613,299000.0
1614,470000.0
1615,235000.0
1616,242050.0
1617,885000.0
1618,575000.0
1619,382000.0
1620,842500.0
1621,580000.0
1622,432500.0
1623,568000.0
1624,283000.0
1625,257000.0
1626,992000.0
1627,434975.0
1628,785000.0
1629,402500.0
1630,330000.0
1631,249000.0
1632,259900.0
1633,650000.0
1634,156000.0
1635,355000.0
1636,314950.0
1637,392440.0
1638,600000.0
1639,520000.0
1640,790000.0
1641,590000.0
1642,495000.0
1643,551000.0
1644,557000.0
1645,500000.0
1646,225500.0
1647,569950.0
1648,329900.0
1649,229000.0
1650,320000.0
1651,299900.0
1652,864000.0
1653,449000.0
1654,536000.0
1655,484950.0
1656,210000.0
1657,860000.0
1658,845000.0
1659,276200.0
1660,394000.0
1661,349950.0
1662,465000.0
1663,2950000.0
1664,335000.0
1665,207100.0
1666,514950.0
1667,179950.0
1668,464950.0
1669,2200000.0
1670,840000.0
1671,775000.0
1672,535000.0
1673,374000.0
1674,270000.0
1675,750000.0
1676,422500.0
1677,919990.0
1678,225000.0
1679,665900.0
1680,495000.0
1681,795000.0
1682,395000.0
1683,600000.0
1684,499000.0
1685,445000.0
1686,635000.0
1687,765000.0
1688,399950.0
1689,267500.0
1690,580000.0
1691,425000.0
1692,300000.0
1693,920000.0
1694,265000.0
1695,230000.0
1696,1200000.0
1697,1560000.0
1698,278000.0
1699,250000.0
1700,879000.0
1701,550000.0
1702,325000.0
1703,850000.0
1704,907000.0
1705,340000.0
1706,1020000.0
1707,287000.0
1708,353000.0
1709,459990.0
1710,780000.0
1711,210000.0
1712,723000.0
1713,322200.0
1714,1100000.0
1715,2140000.0
1716,352000.0
1717,760000.0
1718,345000.0
1719,415000.0
1720,199500.0
1721,560000.0
1722,521000.0
1723,300000.0
1724,499950.0
1725,477000.0
1726,490000.0
1727,290000.0
1728,835000.0
1729,440000.0
1730,629000.0
1731,413000.0
1732,1000000.0
1733,840500.0
1734,269000.0
1735,1880000.0
1736,193000.0
1737,1670000.0
1738,600000.0
1739,245000.0
1740,963000.0
1741,320000.0
1742,533000.0
1743,353000.0
1744,585000.0
1745,472500.0
1746,570000.0
1747,640000.0
1748,440000.0
1749,183750.0
1750,299950.0
1751,325000.0
1752,400000.0
1753,227000.0
1754,395000.0
1755,756000.0
1756,242000.0
1757,563250.0
1758,297500.0
1759,319950.0
1760,1290000.0
1761,585000.0
1762,250000.0
1763,270000.0
1764,475000.0
1765,350000.0
1766,620000.0
1767,295000.0
1768,377000.0
1769,477000.0
1770,212644.0
1771,385000.0
1772,405000.0
1773,80000.0
1774,855000.0
1775,304400.0
1776,491000.0
1777,627500.0
1778,475000.0
1779,1130000.0
1780,441000.0
1781,535000.0
1782,815000.0
1783,635000.0
1784,368000.0
1785,920000.0
1786,370000.0
1787,449228.0
1788,600000.0
1789,417400.0
1790,391000.0
1791,485000.0
1792,490000.0
1793,799950.0
1794,555000.0
1795,775000.0
1796,399500.0
1797,475000.0
1798,968000.0
1799,255000.0
1800,329950.0
1801,300000.0
1802,410000.0
1803,314500.0
1804,295000.0
1805,410000.0
1806,470000.0
1807,422250.0
1808,229950.0
1809,925000.0
1810,393000.0
1811,745000.0
1812,378000.0
1813,389000.0
1814,307150.0
1815,553500.0
1816,362764.0
1817,349950.0
1818,225000.0
1819,762500.0
1820,815000.0
1821,360000.0
1822,287500.0
1823,1600000.0
1824,324950.0
1825,460000.0
1826,458000.0
1827,719000.0
1828,329999.0
1829,425000.0
1830,199129.0
1831,756000.0
1832,1400000.0
1833,203000.0
1834,550000.0
1835,660000.0
1836,589900.0
1837,325900.0
1838,468000.0
1839,490000.0
1840,382000.0
1841,225000.0
1842,575000.0
1843,375000.0
1844,801000.0
1845,220000.0
1846,700000.0
1847,994000.0
1848,1050000.0
1849,480000.0
1850,529000.0
1851,462000.0
1852,485000.0
1853,92000.0
1854,825000.0
1855,157340.0
1856,850000.0
1857,577000.0
1858,290000.0
1859,625000.0
